"show_id","type_lower","title_lower","director_lower","cast_lower","country_lower","date_added_new","release_year","rating_lower","duration","listed_in_lower","description_lower","duration_min_filter"
60011619,movie,dad,gary david goldberg,"jack lemmon, ted danson, olympia dukakis, kathy baker, kevin spacey, ethan hawke, zakes mokae, j.t. walsh, peter michael goetz, john apicella, richard mcgonagle, bill morey, mary fogarty",united states,"2018-04-01",1989,pg,"117 min",dramas,"family bonds are revived after a father is diagnosed with cancer in this bittersweet drama. dutiful son john cares for his aging father, jake, but not without complaint.",117.0
80041337,movie,dagh ujala,raj amit kumar,"victor banerjee, adil hussain, bhanu uday, preeti gupta, bhavani lee, ankur vikal, seema rahmani, samrat chakrabarti","united states, india","2018-04-01",2015,tv-ma,"103 min","dramas, independent movies, international movies",a lesbian daughter fights off an arranged marriage in india while an islamic fundamentalist targets an anti-extremist muslim scholar in new york.,103.0
80209356,movie,dare to be wild,"","",ireland,"2018-04-01",2015,tv-pg,"100 min","dramas, independent movies, romantic movies",irish landscape designer mary reynolds fights to bring her wild and unconventional style to the esteemed chelsea flower show.,100.0
60033223,movie,dil hai tumhaara,kundan shah,"rekha, preity zinta, mahima chaudhry, arjun rampal, jimmy shergill, alok nath, dilip joshi, govind namdeo",india,"2018-04-01",2002,tv-14,"176 min","dramas, international movies, music & musicals","the sophisticated son of a powerful businessman falls for a simple, free-spirited girl whose older sister is in love with him.",176.0
80244992,movie,ethirmarai,"","ramanathan, rakesh",india,"2018-04-01",2018,tv-14,"91 min","international movies, music & musicals, thrillers","while investigating a brutal string of deaths, a detective begins to suspect that mind control may have played a part in the murders.",91.0
80208373,tv show,fallet,"","lisa henni, adam godley, tomas von brömssen, lia boysen, christoffer nordenrot, stina rautelin, erik madsen, magnus krepper, meliz karlge, linda nilarve, björn granath, richenda carey, dag malmberg",sweden,"2018-04-01",2017,tv-ma,"1 Season","crime tv shows, international tv shows, tv comedies",a swedish detective and her timid british colleague's attempt to solve a gruesome murder case nets mixed results and miscommunication.,480.0
80196139,movie,fishpeople,keith malloy,"","","2018-04-01",2017,tv-14,"49 min","documentaries, sports movies","in this exploration of the life-changing power of the ocean, six people from very different backgrounds find purpose and meaning in the sea.",49.0
80148180,movie,gringo: the dangerous life of john mcafee,nanette burstein,"",united states,"2018-04-01",2016,tv-ma,"97 min",documentaries,"tech tycoon john mcafee made millions from his anti-virus software. now, he may be best known for his bizarre and scandalous lifestyle.",97.0
80225907,movie,influx,luca vullo,"",united kingdom,"2018-04-01",2016,tv-pg,"90 min","documentaries, international movies",italians in london reveal the ups and downs of immigration and touch upon their uneasiness about leaving behind their crisis-ridden homeland.,90.0
70298251,movie,john mulaney: new in town,ryan polito,john mulaney,united states,"2018-04-01",2012,nr,"60 min",stand-up comedy,"stand-up comedian john mulaney tackles such red-hot topics as quicksand, motown singers and an elderly man he once met in a bathroom.",60.0
60002111,movie,kya kehna,kundan shah,"preity zinta, saif ali khan, anupam kher, farida jalal, chandrachur singh",india,"2018-04-01",2000,tv-pg,"149 min","dramas, international movies, romantic movies",a young university student's world is shaken after her brief involvement with a wealthy playboy results in her pregnancy.,149.0
80036662,tv show,"lady, la vendedora de rosas","","natalia reyes, michelle orozco, majida issa, ernesto benjumea, viña machado, carlos mariño, alberto cardeño, fabio restrepo, juan pablo barragán, maria jose vargas",colombia,"2018-04-01",2015,tv-14,"1 Season","international tv shows, spanish-language tv shows, tv dramas","this series tells the life story of colombian film star lady tabares, who was plucked off the mean streets to star in a film and quickly rose to fame.",480.0
80174145,tv show,loaded,"","jim howick, samuel anderson, jonny sweet, nick helm, mary mccormack, aimee-ffion edwards, lolly adefope",united kingdom,"2018-04-01",2017,tv-14,"1 Season","british tv shows, international tv shows, tv comedies",four friends become overnight millionaires after selling their video game start-up. but their newfound status tests their friendship and resolve.,480.0
80190215,movie,locked up,jared cohn,"kelly mccart, katrina grey, jared cohn, ingkarat jaraswongkosol, maythavee weiss, anastasia maslova, panipak jaemmangkang, suebpong kulsathaporndhai",united states,"2018-04-01",2017,tv-ma,"86 min","action & adventure, dramas, independent movies","after getting in a fight at her school in southeast asia, an american teen is sent to a correctional facility, where she faces hard labor and abuse.",86.0
70000196,movie,main hoon na,farah khan,"shah rukh khan, sunil shetty, sushmita sen, zayed khan, amrita rao, kiron kher, boman irani, bindu, naseeruddin shah, kabir bedi",india,"2018-04-01",2004,tv-14,"171 min","action & adventure, comedies, dramas",major ram prasad sharma yearns to see project mission milaap come to fruition and usher in an era of peace between two warring countries. but the evil raghavan will do anything to stop the peace process.,171.0
80245519,movie,mandobasar galpo,tathagata banerjee,"paoli dam, parambrata chattopadhyay, indrasish roy, koushik sen, biswajit chakraborty",india,"2018-04-01",2017,tv-14,"103 min","dramas, international movies, romantic movies","with the assistance of a psychiatrist, an acclaimed filmmaker struggles to come to terms with a mysterious romantic trauma.",103.0
80245329,movie,metro,ananda krishnan,"yogi babu, bobby simha, shirish",india,"2018-04-01",2016,tv-14,"116 min","dramas, international movies, thrillers","disgusted by the gold-chain snatchers in his home city of chennai, a man vows to combat the criminal menace by taking the law into his own hands.",116.0
70083535,movie,om shanti om,farah khan,"shah rukh khan, deepika padukone, shreyas talpade, arjun rampal, kirron kher, javed sheikh",india,"2018-04-01",2007,tv-14,"169 min","comedies, dramas, international movies","reincarnated 30 years after being killed in a suspicious on-set fire, a small-time actor is determined to punish the person who ignited the blaze.",169.0
70039405,movie,paheli,amol palekar,"shah rukh khan, rani mukerji, anupam kher, dilip prabhavalkar, amitabh bachchan, juhi chawla, nina kulkarni, rajpal yadav",india,"2018-04-01",2005,tv-pg,"134 min","dramas, international movies, romantic movies",traditional indian folklore comes alive in this charming film based on a story by statwart vijaydan detha.,134.0
60000722,movie,phir bhi dil hai hindustani,aziz mirza,"shah rukh khan, juhi chawla, paresh rawal, satish shah, dilip tahil, govind namdeo, smita jaykar, shakti kapoor, johnny lever",india,"2018-04-01",2000,tv-pg,"159 min","comedies, dramas, international movies","in this bollywood entertainment, two journalists, ajay and ria, work for rival tv stations and compete heavily to mask their feelings for each other.",159.0
70134539,movie,prince,kookie v. gulati,"vivek oberoi, aruna shields, nandana sen, niroo singh, sanjay kapoor, rajesh khattar, dalip tahil, mayur puri, manish ananad",india,"2018-04-01",2010,tv-14,"130 min","action & adventure, international movies","a thief commits the heist of his life, only to awaken the next morning with no memory. now, he must race to find the missing loot.",130.0
80122233,tv show,ramayan,"","gagan malik, neha sargam, neil bhatt",india,"2018-04-01",2012,tv-14,"1 Season","international tv shows, tv dramas",a prince's divine destiny to rule as a king is thwarted by his stepmother's scheme to put her own child on the throne in this legendary epic.,480.0
80245518,movie,rukh,atanu mukherjee,"adarsh gourav, manoj bajpayee, smita tambe, kumud mishra",india,"2018-04-01",2017,tv-ma,"103 min","dramas, independent movies, international movies","following the untimely death of his father, a young man begins to reconnect with his family while uncovering some difficult truths.",103.0
80124313,movie,sairat,nagraj manjule,"rinku rajguru, akash thosar, arbaz shaikh, tanaji galgunde, suresh vishwakarma",india,"2018-04-01",2016,tv-14,"173 min","dramas, international movies, romantic movies","when two college students – a rich man’s daughter and a fisherman’s son – defy social edicts by falling in love, violence erupts in their village.",173.0
60036359,movie,schindler's list,steven spielberg,"liam neeson, ben kingsley, ralph fiennes, caroline goodall, jonathan sagall, embeth davidtz, małgorzata gebel, shmulik levy, mark ivanir, beatrice macola, friedrich von thun, andrzej seweryn",united states,"2018-04-01",1993,r,"195 min","classic movies, dramas","oskar schindler becomes an unlikely humanitarian, spending his entire fortune to help save 1,100 jews from auschwitz during world war ii.",195.0
80049281,movie,secret in their eyes,billy ray,"chiwetel ejiofor, nicole kidman, julia roberts, dean norris, michael kelly, joe cole, zoe graham, alfred molina","united states, united kingdom, spain, south korea","2018-04-01",2015,pg-13,"111 min","dramas, thrillers","a former fbi investigator reopens the haunting 13-year-old murder case of his colleague, only to uncover shocking truths hidden since then.",111.0
70084328,movie,the aerial,esteban sapir,"rafael ferro, sol moreno, jonathan sandor, alejandro urdapilleta, julieta cardinali, florencia raggi, valeria bertuccelli, raúl hochman, ricardo merkin, carlos piñeyro",argentina,"2018-04-01",2007,tv-ma,"99 min","dramas, international movies, sci-fi & fantasy","in the city without a voice, only faceless singer the voice can still vocalize. everyone else has lost the power of speech as they let mr. tv's broadcasts speak for them. but when mr. tv kidnaps the voice, things change.",99.0
70099610,movie,the duchess,saul dibb,"keira knightley, ralph fiennes, charlotte rampling, dominic cooper, hayley atwell, simon mcburney, aidan mcardle, john shrapnel, alistair petrie, patrick godfrey","united kingdom, italy, france, united states","2018-04-01",2008,pg-13,"110 min","dramas, international movies, romantic movies","to compensate for her unhappy marriage, young duchess georgiana spencer begins a scandalous affair with politician charles grey.",110.0
80217041,movie,the search for life in space,stephen amezdroz,"",united states,"2018-04-01",2016,tv-g,"32 min",documentaries,"to determine whether we're alone in the universe, astrobiologists look to jupiter, mars and, closer to home, extreme environments on earth.",32.0
80156408,movie,una,benedict andrews,"rooney mara, ben mendelsohn, riz ahmed, ruby stokes, natasha little, tara fitzgerald, tobias menzies","united kingdom, canada, united states","2018-04-01",2016,r,"94 min","dramas, international movies","a young woman tracks down the older man who preyed on her as a child, forcing them both to confront the damage done by what happened 15 years earlier.",94.0
80122193,tv show,badalte rishton ki dastaan,"","additi gupta, sanjeeda sheikh, kiran karmarkar, abhinav shukla, tanushree kaushal, mona ambegaonkar",india,"2017-04-01",2013,tv-14,"1 Season","international tv shows, tv dramas","when a man is killed, his wife and his lover – both of whom are pregnant with his children – come under the thumb of his brutal, dictatorial father.",480.0
80172938,movie,beyond all boundaries,sushrut jain,kunal nayyar,"united states, india","2017-04-01",2013,tv-14,"98 min","documentaries, international movies, sports movies","as the 2011 cricket world cup begins, three indians demonstrate their passion and the sacrifices they've made for the country's most popular sport.",98.0
80131414,movie,born to be free,gayane petrosyan,"casting a light on the mistreatment of sea mammals, this documentary follows the plight of 18 beluga whales kept in captivity for years.","united kingdom, russia","2017-04-01",2016,tv-14,"74 min","documentaries, international movies","casting a light on the mistreatment of sea mammals, this documentary follows the plight of 18 beluga whales kept in captivity for years.",74.0
80123567,tv show,burned cocoon,"","yavuz bingöl, basak köklükaya, çolpan ilhan, mustafa alabora, sedef avcı, ayça inci, tuncer necmioğlu, serdar özer",turkey,"2017-04-01",2005,tv-14,"1 Season","international tv shows, tv dramas","a secret marriage unites two families – one wealthy and traditional, the other bankrupt and modern – and is threatened by the resulting conflicts.",480.0
80170612,movie,celluloid man,shivendra singh dungarpur,p.k. nair,india,"2017-04-01",2012,tv-pg,"156 min","documentaries, international movies","this documentary chronicles the philosophy and life's work of archivist p.k. nair, who made a mission of preserving indian cinema’s rich history.",156.0
80144890,movie,couples counseling,alexandre reinecke,"zezé polessa, daniel dantas, paulo vilhena, fernanda paes leme, juliana mesquita",brazil,"2017-04-01",2016,tv-ma,"88 min","comedies, dramas, international movies",a seasoned couples therapist comes to realize she might need help with her own marriage after meeting a new pair of young clients.,88.0
80106786,movie,dancing quietly,philipp eichholtz,"martina schöne-radunski, hans-heinrich hardt, sebastian fräsdorf, claudia jacob, deleila piasko, tobias borchers, ruth bickelhaupt",germany,"2017-04-01",2016,tv-ma,"70 min","dramas, independent movies, international movies","after years of battling a deep depression, a young woman attempts to pass an important exam with the help of a fellow student.",70.0
80115101,movie,deuces,jamal hill,"larenz tate, meagan good, lance gross, antonique smith, la la anthony, rick gonzalez, rotimi, andra fuller",united states,"2017-04-01",2016,tv-ma,"88 min",dramas,"assigned to go undercover to take down an impenetrable crime ring, a detective finds himself falling under the sway of its enigmatic leader.",88.0
80141261,movie,don't look down,daniel gordon,richard branson,united kingdom,"2017-04-01",2016,tv-ma,"93 min","documentaries, international movies","aided by dramatic reconstructions and archive footage, sir richard branson recounts his daring attempts to break hot air balloon records.",93.0
80158482,movie,elaan,k. ramanlal,"vinod mehra, rekha, vinod khanna, helen, madan puri, brahm bhardwaj",india,"2017-04-01",1971,tv-pg,"143 min","action & adventure, cult movies, international movies","journalist naresh is hired to probe illegal activities on an island. when he's captured, a fellow prisoner gives him a ring with magic powers.",143.0
80081955,movie,five nights in maine,maris curran,"david oyelowo, dianne wiest, rosie perez, teyonah parris, hani furstenberg, bill raymond",united states,"2017-04-01",2015,tv-14,"83 min","dramas, independent movies","after his wife dies in a car accident, a grief-stricken man visits his estranged mother-in-law in maine, where they try to help each other heal.",83.0
80164112,movie,joe cocker: mad dog with soul,john edginton,"",united kingdom,"2017-04-01",2017,tv-14,"90 min","documentaries, international movies, music & musicals","from his star turn at woodstock to his battles with addiction, this film chronicles the stormy life and unique talent of soulful singer joe cocker.",90.0
80122240,tv show,khelti hai zindagi aankh micholi,"","ulka gupta, gautami kapoor, reema shaikh, vinay jain, manav gohil, helly shah",india,"2017-04-01",2013,tv-14,"1 Season","international tv shows, tv dramas","the life of a 14-year-old girl is thrown into turmoil when her father dies, forcing her mother to make hard choices for their family.",480.0
70302835,movie,killa,avinash arun,"amruta subhash, archit deodhar, parth bhalerao, gaurish gawade, atharva upasni, swandand raikar, shrikant yadav, umesh jagtap, shivalati bokil, jui kahate",india,"2017-04-01",2014,tv-14,"107 min","dramas, international movies",growing up poses challenges for chinu when he moves from city to country and encounters a youth culture far different from what he's used to.,107.0
80125512,movie,lavender,ed gass-donnelly,"abbie cornish, diego klattenhoff, justin long, dermot mulroney, lola flanery, sarah abbott, liisa repo-martell, peyton kennedy","canada, united states","2017-04-01",2016,nr,"93 min","dramas, international movies, thrillers","after discovering old fractures in her skull, a photographer recovering from amnesia becomes increasingly haunted by a sinister childhood secret.",93.0
70129457,movie,life 2.0,jason spingarn-koff,"",united states,"2017-04-01",2010,nr,"99 min",documentaries,computer users across the globe log onto the virtual world of second life. but some users' lives are dramatically consumed by this alternate reality.,99.0
80121873,tv show,maharakshak: aryan,"","aakarshan singh, vikramjeet virk, reena aggarwal, khalid siddiqui, abigail jain, rishabh jain",india,"2017-04-01",2014,tv-14,"1 Season","international tv shows, tv action & adventure, tv sci-fi & fantasy","shy nerd aryan learns soon after his 18th birthday that he has inherited superpowers, which he must use to vanquish a variety of evil threats.",480.0
70205014,tv show,ouran high school host club,takuya igarashi,"maaya sakamoto, monica rial, vic mignogna, luci christian, mamoru miyano, kenichi suzumura, mike mcfarland, caitlin glass, ayaka saito, daisuke kirii",japan,"2017-04-01",2006,tv-14,"1 Season","anime series, romantic tv shows, teen tv shows","new student haruhi stumbles on the ouran high school host club, an all-male group that makes money by entertaining the girls of the school.",480.0
80122186,tv show,razia sultan,"","pankhuri awasthy, saurabh pandey, rohit purohit, sooraj tapar, mohit abrol, seema kapoor",india,"2017-04-01",2015,tv-14,"1 Season","international tv shows, romantic tv shows, tv dramas","this sweeping historical drama charts the rise of a remarkable real-life figure, the first woman to ever rule the delhi sultanate.",480.0
80158479,movie,salaakhen,a. salaam,"shashi kapoor, sulakshana pandit, mehmood, sudhir, anjana mumtaz, sajjan, m. rajan, mac mohan, amrish puri, ramesh deo",india,"2017-04-01",1975,tv-14,"134 min","action & adventure, international movies, music & musicals","two close childhood friends take drastically different paths in life, but meet by chance years later and fall in love, unaware of their past bond.",134.0
80122190,tv show,satrangi,"",deepali sahay,"","2017-04-01",2014,tv-pg,"1 Season","docuseries, international tv shows",young musicians from 13 states in india demonstrate their cultural heritage by performing regional folk music using traditional instruments.,480.0
80104318,movie,silicon cowboys,jason cohen,"",united states,"2017-04-01",2016,tv-pg,"77 min",documentaries,"this documentary tells the story of compaq computer and its three founders, who in 1982, took on goliath ibm at the height of its pc dominance.",77.0
80100054,movie,skins,eduardo casanova,"ana polvorosa, candela peña, macarena gómez, carmen machi, jon kortajarena, secun de la rosa, itziar castro, antonio durán 'morris', joaquín climent, ana maría ayala, eloi costa",spain,"2017-04-01",2017,tv-ma,"78 min","dramas, international movies","deformed, disfigured characters must find a way to deal with society shunning their differences in this darkly comic social drama.",78.0
80097468,movie,the bad kids,"keith fulton, louis pepe","",united states,"2017-04-01",2016,tv-ma,"101 min",documentaries,"in this documentary, teachers at a mojave desert high school adhere to a belief that compassion and life skills can profoundly help at-risk students.",101.0
80171439,movie,the human factor: the untold story of the bombay film orchestras,rudradeep bhattacharjee,"",india,"2017-04-01",2013,tv-pg,"53 min","documentaries, international movies, music & musicals",a family of parsi musicians collectively works for over 60 years scoring the orchestral soundtracks for some of bollywood's most memorable films.,53.0
80104237,movie,the tenth man,daniel burman,"alan sabbagh, julieta zylberberg, usher barilka, elvira onetto, adrián stoppelman, dan breitman, elisa carricajo",argentina,"2017-04-01",2016,tv-ma,"81 min","dramas, international movies","after spending much of his adult life in new york, an affable economist returns home to buenos aires and tries to reconnect with his aloof father.",81.0
80093107,movie,toro,kike maíllo,"mario casas, luis tosar, josé sacristán, claudia canal, josé manuel poga, ingrid garcía jonsson, luichi macías",spain,"2017-04-01",2016,nr,"106 min","dramas, international movies, thrillers",ex-con toro's brother and former partner in crime makes a desperate plea for help that may put toro back behind bars ... if he survives at all.,106.0
80085438,movie,frank and cindy,g.j. echternkamp,"",united states,"2016-04-01",2007,tv-ma,"70 min",documentaries,"frank was a rising pop star when he married cindy, but decades of dashed dreams and alcoholism have left the pair struggling to find happiness.",70.0
80085439,movie,frank and cindy,g.j. echternkamp,"rene russo, oliver platt, johnny simmons, jane levy, marc maron, ron myles, jessica garrison, fabianne therese",united states,"2016-04-01",2015,r,"102 min","comedies, dramas, independent movies",a student filmmaker vengefully turns his camera on his bitter mom and washed-up rock star stepdad in this dramedy based on a documentary.,102.0
80011846,movie,iverson,zatella beatty,allen iverson,united states,"2016-04-01",2014,nr,"88 min","documentaries, sports movies","this unfiltered documentary follows the rocky life and stratospheric career of allen iverson, an nba icon who left an indelible mark on the sport.",88.0
80064521,movie,jeremy scott: the people's designer,vlad yudin,jeremy scott,united states,"2016-04-01",2015,pg-13,"109 min",documentaries,the journey of fashion designer jeremy scott from humble roots on a missouri farm to creative director of moschino is charted in this documentary.,109.0
80106136,tv show,yo-kai watch,"","johnny yong bosch, j.w. terry, alicyn packard, melissa hutchison, pierre holloway, brent pendergrass",united states,"2016-04-01",2015,tv-y7,"1 Season","anime series, kids' tv","nate frees a mythical being trapped in a magic capsule, and the two new friends have adventures with all sorts of troublesome supernatural creatures.",480.0
70259784,tv show,dreamworks happy holidays from madagascar,"","tom mcgrath, chris miller, christopher knights, john dimaggio, ben stiller, chris rock, david schwimmer, jada pinkett smith, cedric the entertainer, andy richter, carl reiner",united states,"2013-04-01",2005,tv-pg,"1 Season","kids' tv, tv comedies",madagascar goes wild with holiday spirit in this set of valentine's day and christmas-themed tales featuring everyone's favorite animal characters.,480.0
80136796,tv show,show me the money,"","afdlin shauki, patrick teoh, mano maniam, rashid salleh, soefira jaafar, nell ng, juliana ibrahim, wandy she","","2018-09-09",2004,tv-14,"2 Seasons","international tv shows, tv comedies",four ordinary family members find their lives turned upside down when they become overnight millionaires thanks to an unlikely benefactor.,960.0
70270745,tv show,ripper street,"","matthew macfadyen, jerome flynn, adam rothenberg, david wilmot, myanna buring, david dawson, amanda hale, charlene mckenna, jonathan barnwell, clive russell","united kingdom, ireland","2017-09-08",2017,tv-ma,"5 Seasons","british tv shows, crime tv shows, tv dramas","it's been six months since the last jack the ripper killing, and east london is hopeful that his reign of terror might have run its course.",2400.0
70177067,tv show,haven,"","emily rose, lucas bryant, nicholas campbell, eric balfour, richard donat, john dunsworth, maurice dean wint, adam copeland","canada, united states","2015-09-08",2015,tv-14,"5 Seasons","classic & cult tv, tv horror, tv mysteries","residents of haven, maine, are plagued by supernatural afflictions. to reveal the truth, fbi agent audrey parker must delve into her own strange past.",2400.0
80002612,tv show,marvel's iron fist,"","finn jones, jessica henwick, david wenham, jessica stroup, tom pelphrey",united states,"2018-09-07",2018,tv-ma,"2 Seasons","crime tv shows, tv action & adventure, tv dramas","danny rand resurfaces 15 years after being presumed dead. now, with the power of the iron fist, he seeks to reclaim his past and fulfill his destiny.",960.0
80095988,tv show,stretch armstrong & the flex fighters,"","scott menville, steven yeun, ogie banks, wil wheaton, keith david, miguel ferrer, david kaye, kate mulgrew, nazneen contractor, felicia day",united states,"2018-09-07",2018,tv-y7-fv,"2 Seasons",kids' tv,jake armstrong and his best friends are unexpectedly transformed into superheroes who learn to reach far beyond the limits of any ordinary teenager.,960.0
80024113,tv show,galavant,"","joshua sasse, timothy omundson, vinnie jones, mallory jansen, karen david, luke youngblood",united states,"2016-09-07",2016,tv-pg,"2 Seasons","tv action & adventure, tv comedies","in a time of legend, galavant the knight embarks on a quest to save his fair lady and become a hero in this tongue-in-cheek musical comedy.",960.0
80200942,tv show,elite,"","danna paola, miguel herrán, maría pedraza, itzan escamilla, miguel bernardeau, jaime lorente, álvaro rico, arón piper, mina el hammani, ester expósito, omar ayuso",spain,"2019-09-06",2019,tv-ma,"2 Seasons","crime tv shows, international tv shows, spanish-language tv shows","when three working-class teens enroll in an exclusive private school in spain, the clash between them and the wealthy students leads to murder.",960.0
80186848,tv show,jack whitehall: travels with my father,"","jack whitehall, michael whitehall",united kingdom,"2019-09-06",2019,tv-ma,"3 Seasons","british tv shows, docuseries, international tv shows","jovial comic jack whitehall invites his stuffy father, michael, to travel with him through southeast asia in an attempt to strengthen their bond.",1440.0
70197049,tv show,once upon a time,"mario van peebles, ralph hemecker, gwyneth horder-payton, milan cheylov, dean white, michael waxman, bryan spicer","lana parrilla, robert carlyle, jared gilmore, jennifer morrison, ginnifer goodwin, josh dallas, colin o'donoghue, emilie de ravin",united states,"2018-09-06",2018,tv-pg,"7 Seasons","tv dramas, tv sci-fi & fantasy","in this fantasy series, a young woman is drawn to a small maine town and discovers that it's filled with elements of the fairy tale world.",3360.0
70283260,tv show,reign,"","adelaide kane, megan follows, torrance coombs, toby regbo, jenessa grant, celina sinden, caitlin stasey, anna popplewell, alan van sprang, rossif sutherland, jonathan keltz, sean teale, craig parker",united states,"2017-09-05",2017,tv-14,"4 Seasons",tv dramas,"this vivid historical drama series tells of the rise to power of mary, queen of scots, amid a court full of sexual and political intrigue.",1920.0
70143860,tv show,the vampire diaries,"","nina dobrev, paul wesley, ian somerhalder, steven r. mcqueen, sara canning, kat graham, candice king, zach roerig, michael trevino, matthew davis, joseph morgan",united states,"2017-09-04",2017,tv-14,"8 Seasons","tv dramas, tv mysteries, tv sci-fi & fantasy","trapped in adolescent bodies, feuding vampire brothers stefan and damon vie for the affection of captivating teenager elena.",3840.0
80074503,tv show,real rob,"","rob schneider, patricia schneider, jamie lissow, miranda scarlett schneider",united states,"2017-09-29",2017,tv-ma,"2 Seasons",tv comedies,go inside the world of comedian and actor rob schneider in this comedy series that follows the ups and downs of his career and family life.,960.0
80217957,tv show,reboot: the guardian code,"","ty wood, sydney scotia, ajay friese, gabriel darku, hannah vandenbygaart, timothy e. brummund, bob frazer, octavian kaul, nicholas lea, kirsten robek, alex zahara",canada,"2018-09-28",2018,tv-y7-fv,"2 Seasons",kids' tv,four tech-savvy teens hone their skills as cyber-superheroes in a series of secret missions to save the world.,960.0
80115297,tv show,el marginal,"","juan minujín, martina gusman, gerardo romano, claudio rissi, carlos portaluppi, nicolás furtado, cristina banegas, abel ayala",argentina,"2019-09-27",2019,tv-ma,"3 Seasons","crime tv shows, international tv shows, spanish-language tv shows","while investigating a kidnapping, an ex-cop sent to infiltrate a prison finds himself surrounded by dangerous felons who can't know his real identity.",1440.0
80216752,tv show,explained,"","",united states,"2019-09-26",2019,tv-14,"2 Seasons",docuseries,"this enlightening series from vox digs into a wide range of topics such as the rise of cryptocurrency, why diets fail, and the wild world of k-pop.",960.0
80180182,tv show,norsemen,"","kåre conradi, silje torp, nils jørgen kaalstad, marian saastad ottesen, trond fausa, kristine riis, jon øigarden, henrik mestad, øystein martinsen, mikkel bratt silset, mads jørgensen, nikis theophilakis",norway,"2018-09-26",2018,tv-ma,"2 Seasons","international tv shows, tv comedies","the residents of an 8th-century viking village experience political rivalry, social change and innovations that upend their culture and way of life.",960.0
80131479,tv show,terrace house: aloha state,"","you, reina triendl, ryota yamasato, yoshimi tokui, azusa babazono, kentaro","united states, japan","2017-09-26",2017,tv-14,"4 Seasons","international tv shows, reality tv","the beautiful island of oahu is host to a new batch of six strangers who share a single roof, multiple conflicts and no script in this reality series.",1920.0
80057883,tv show,abstract: the art of design,"","christoph niemann, tinker hatfield, es devlin, bjarke ingels, paula scher, platon, ilse crawford, ralph gilles",united states,"2019-09-25",2019,tv-14,"2 Seasons",docuseries,step inside the minds of the most innovative designers in a variety of disciplines and learn how design impacts every aspect of life.,960.0
80108495,tv show,glitch,"","patrick brammall, genevieve o'reilly, emma booth, emily barclay, ned dennehy, sean keenan, hannah monson, aaron l. mcgrath, john leary, rodger corser, andrew mcfarlane, luke arnold, rob collins, pernilla august",australia,"2019-09-25",2019,tv-ma,"3 Seasons","international tv shows, tv dramas, tv horror",a police officer and a doctor face an emotionally charged mystery when seven local residents inexplicably return from the dead in peak physical form.,1440.0
70185015,tv show,portlandia,"","fred armisen, carrie brownstein",united states,"2019-09-25",2018,tv-14,"8 Seasons",tv comedies,"fred armisen and carrie brownstein send up the residents of portland, ore. typical targets include artisanal light bulbs and feminist bookstores.",3840.0
80023289,tv show,dark matter,"","marc bendavid, melissa o'neil, anthony lemke, alex mallari jr., jodelle ferland, roger cross, zoie palmer",canada,"2017-09-25",2017,tv-14,"3 Seasons","tv sci-fi & fantasy, tv thrillers","after waking up aboard a derelict spaceship with no memories, the crew of the raza investigates the mystery of their identities and destination.",1440.0
80127001,tv show,resurrection: ertugrul,"","engin altan düzyatan, serdar gökhan, hülya darcan, kaan taşaner, esra bilgiç, osman soykut, serdar deniz, cengiz coşkun, reshad strik, hande subaşı",turkey,"2019-09-24",2018,tv-14,"5 Seasons","international tv shows, tv action & adventure, tv dramas","when a good deed unwittingly endangers his clan, a 13th-century turkish warrior agrees to fight a sultan's enemies in exchange for new tribal land.",2400.0
80011539,tv show,veggietales in the house,"","phil vischer, mike nawrocki, rob paulsen, tress macneille",united states,"2016-09-23",2016,tv-y,"4 Seasons",kids' tv,"bob the tomato, larry the cucumber and their veggie pals venture beyond the kitchen counter in these playful adventures with christian themes.",1920.0
70197042,tv show,person of interest,"","jim caviezel, michael emerson, taraji p. henson, kevin chapman, sarah shahi, amy acker",united states,"2016-09-22",2016,tv-14,"5 Seasons","crime tv shows, tv action & adventure, tv dramas",ex-cia agent john reese and enigmatic billionaire mr. finch use software that can predict future events to prevent violent crimes before they occur.,2400.0
80095697,tv show,disenchantment,"","abbi jacobson, eric andré, nat faxon, john dimaggio, tress macneille, matt berry, david herman, maurice lamarche, lucy montgomery, billy west",united states,"2019-09-20",2019,tv-14,"2 Seasons","tv action & adventure, tv comedies, tv sci-fi & fantasy","princess duties call, but she'd rather be drinking. free-spirited bean exasperates the king as she wreaks havoc with her demon and elf pals.",960.0
80190009,tv show,fastest car,"","",united states,"2019-09-20",2019,tv-ma,"2 Seasons",reality tv,the drivers of exotic supercars put their street cred on the line against deceptively fast sleeper cars built and modified by true gearheads.,960.0
80063740,tv show,quantico,"","priyanka chopra, josh hopkins, jake mclaughlin, aunjanue ellis, yasmine al massri, johanna braddy, tate ellington, graham rogers, anabelle acosta, russell tovey, blair underwood, pearl thusi",united states,"2018-09-02",2018,tv-14,"3 Seasons","crime tv shows, tv dramas, tv mysteries","when evidence in a deadly terrorist attack implicates fbi trainee alex parrish, she must discover which one of her classmates framed her.",1440.0
70281312,tv show,the blacklist,"","james spader, megan boone, diego klattenhoff, ryan eggold, harry lennix, amir arison, hisham tawfiq, mozhan marnò",united states,"2019-09-19",2019,tv-14,"6 Seasons","crime tv shows, tv dramas, tv thrillers","after turning himself in, a brilliant fugitive offers to help the fbi bag other baddies, but only if rookie profiler elizabeth keen is his partner.",2880.0
